t(s), L1 Voltage(v), L1 Current(uA),L2 Voltage(v), L2 Current(uA),L3 Voltage(v), L3 Current(uA),L4 Voltage(v), L4 Current(uA),L5 Voltage(v), L5 Current(uA),L6 Voltage(v), L6 Current(uA),
5, 149, 461, 150, 458, 149, 476, 150, 483, 150, 492, 150, 483, 
10, 150, 462, 150, 459, 149, 478, 150, 487, 150, 498, 150, 487, 
15, 150, 461, 150, 460, 150, 482, 150, 489, 149, 500, 150, 490, 
