t(s), L1 Voltage(v), L1 Current(uA),L2 Voltage(v), L2 Current(uA),L3 Voltage(v), L3 Current(uA),L4 Voltage(v), L4 Current(uA),L5 Voltage(v), L5 Current(uA),L6 Voltage(v), L6 Current(uA),
5, 150, 480, 150, 482, 149, 471, 150, 474, 150, 468, 150, 465, 
10, 150, 483, 150, 486, 149, 475, 150, 476, 150, 469, 150, 465, 
15, 150, 484, 150, 487, 149, 477, 150, 477, 150, 469, 150, 466, 
t(s), L1 Voltage(v), L1 Current(uA),L2 Voltage(v), L2 Current(uA),L3 Voltage(v), L3 Current(uA),L4 Voltage(v), L4 Current(uA),L5 Voltage(v), L5 Current(uA),L6 Voltage(v), L6 Current(uA),
5, 150, 490, 150, 495, 149, 480, 149, 493, 150, 495, 150, 482, 
