t(s), L1 Voltage(v), L1 Current(uA),L2 Voltage(v), L2 Current(uA),L3 Voltage(v), L3 Current(uA),L4 Voltage(v), L4 Current(uA),L5 Voltage(v), L5 Current(uA),L6 Voltage(v), L6 Current(uA),
5, 150, 242, 150, 480, 149, 465, 150, 479, 150, 467, 150, 461, 
10, 150, 244, 150, 485, 150, 469, 149, 482, 150, 470, 150, 463, 
15, 150, 245, 150, 487, 149, 471, 149, 485, 150, 471, 150, 464, 
t(s), L1 Voltage(v), L1 Current(uA),L2 Voltage(v), L2 Current(uA),L3 Voltage(v), L3 Current(uA),L4 Voltage(v), L4 Current(uA),L5 Voltage(v), L5 Current(uA),L6 Voltage(v), L6 Current(uA),
5, 150, 243, 150, 484, 150, 469, 150, 482, 150, 469, 150, 461, 
10, 150, 245, 150, 489, 149, 473, 150, 485, 150, 472, 150, 463, 
