t(s), L1 Voltage(v), L1 Current(uA),L2 Voltage(v), L2 Current(uA),L3 Voltage(v), L3 Current(uA),L4 Voltage(v), L4 Current(uA),L5 Voltage(v), L5 Current(uA),L6 Voltage(v), L6 Current(uA),
5, 150, 228, 150, 456, 150, 444, 150, 429, 150, 462, 150, 452, 
10, 150, 228, 149, 456, 149, 443, 150, 429, 149, 460, 150, 449, 
t(s), L1 Voltage(v), L1 Current(uA),L2 Voltage(v), L2 Current(uA),L3 Voltage(v), L3 Current(uA),L4 Voltage(v), L4 Current(uA),L5 Voltage(v), L5 Current(uA),L6 Voltage(v), L6 Current(uA),
5, 150, 222, 149, 456, 150, 441, 150, 427, 150, 460, 150, 452, 
10, 150, 222, 149, 455, 149, 443, 150, 425, 149, 458, 150, 451, 
15, 150, 1, 149, 454, 149, 439, 150, 424, 149, 458, 150, 446, 
20, 150, 219, 149, 455, 150, 441, 149, 426, 150, 460, 150, 451, 
